source_file,video_id,title,description,publishedAt,channelTitle,TaxonName,query,search_type,search_unit,regionCode,geo_id,location,locationRadius,video_url,viewCount,likeCount,commentCount,duration
yt_search_terms_03_REG_videos.csv,isL-JaHv6_I,Control biológico frente a la Tuta absoluta,"Con la primavera a la vuelta de la esquina, técnicos y agricultores se preparan para hacer frente a Tuta absoluta con una ...",2021-03-05T00:00:00Z,AenVerde La Revista del Agricultor,Phthorimaea_absoluta,Tuta absoluta,REG,ES,ES,,,,https://www.youtube.com/watch?v=isL-JaHv6_I,5383,36,0,PT6M57S
yt_search_terms_03_REG_videos.csv,iyLPWO2rZBE,Ciclo de vida de la Tuta absoluta,Ciclo de vida de la Tuta absoluta.,2012-02-15T00:00:00Z,Syngenta España,Phthorimaea_absoluta,Tuta absoluta,REG,ES,ES,,,,https://www.youtube.com/watch?v=iyLPWO2rZBE,109871,665,14,PT16M54S
yt_search_terms_03_REG_videos.csv,j8_PZA-onfU,Todo sobre la TUTA ABSOLUTA y su desarrollo en el tomate / El huerto de Kevin,"hola amigos y amigas en el vídeo de hoy os enseño todo sobre la TUTA ABSOLUTA, espero que os guste mucho un saludo ...",2021-06-10T00:00:00Z,El huerto de Kevin,Phthorimaea_absoluta,Tuta absoluta,REG,ES,ES,,,,https://www.youtube.com/watch?v=j8_PZA-onfU,6062,166,32,PT5M50S
yt_search_terms_03_REG_videos.csv,vkViyxrYg0A,Cómo combatir la Tuta del tomate de forma ecológica - Planeta Huerto,La Tuta Absoluta es uno de los mayores enemigos de las tomateras. Pero no os preocupéis: en este vídeo os explicamos cómo ...,2014-07-01T00:00:00Z,Planeta Huerto,Phthorimaea_absoluta,Tuta absoluta,REG,ES,ES,,,,https://www.youtube.com/watch?v=vkViyxrYg0A,252515,903,28,PT2M25S
yt_search_terms_03_REG_videos.csv,x8VxwVWg80g,How to Manage Tuta Absoluta in Tomatoes – Best Control &amp; Prevention #tomato  #howto #tutaabsoluta,"Tuta absoluta, also known as the tomato leafminer, is one of the most destructive pests affecting tomato crops worldwide. In this ...",2025-03-12T00:00:00Z,Agritalk Africa,Phthorimaea_absoluta,Tuta absoluta,REG,PT,PT,,,,https://www.youtube.com/watch?v=x8VxwVWg80g,3754,37,5,PT28S
yt_search_terms_03_REG_videos.csv,GnHpjZdfYck,Daños de la polilla del tomate,"La polilla del tomate (Tuta absoluta), es una plaga considerada primaria en el cultivo de #tomate en Chile, ya que si esta no es ...",2019-11-15T00:00:00Z,AnasacChileSA,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=GnHpjZdfYck,78,0,0,PT41S
yt_search_terms_03_REG_videos.csv,H3bN3VfXHlg,Como acabar con la polilla del tomate (Tuta Absoluta),Como acabar con la polilla del tomate. Para la lucha contra la polilla del tomate o Tuta Absoluta podemos emplear insecticidas ...,2018-09-19T00:00:00Z,Cosas de campo,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=H3bN3VfXHlg,78283,919,47,PT7M53S
yt_search_terms_03_REG_videos.csv,IPv2OH48cSA,Controlar la TUTA o Polilla del Tomate!! 🍅,Truco para controlar la tuta o polilla del tomate de una manera efectiva y sin gastar dinero. Elimina a la tuta de tus tomates ...,2023-07-18T00:00:00Z,La Huerta de Iván,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=IPv2OH48cSA,77778,2715,137,PT56S
yt_search_terms_03_REG_videos.csv,S8k69Epi8Jc,7.- Plaga Polilla del tomate,Sistema Mateo. Gestión de sanidad vegetal para la innovación en torno del manejo integrado de las principales plagas y ...,2018-10-24T00:00:00Z,INIA Chile,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=S8k69Epi8Jc,18012,163,4,PT6M14S
yt_search_terms_03_REG_videos.csv,TzbMIm4Kwak,Como Combatir La Oruga Del Tomate o Tuta || Te De Jengibre || La Huertina De Toni,"Como combatir la tuta absoluta o polilla del tomate , esta polilla hace estragos en nuestras solanáceas sobre todo en el tomate, ...",2015-07-16T00:00:00Z,La Huertina De Toni,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=TzbMIm4Kwak,212649,5305,301,PT3M40S
yt_search_terms_03_REG_videos.csv,VdLv8bPkdq8,PLAGAS:::POLILLA DEL TOMATE,,2015-03-18T00:00:00Z,Agro TV,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=VdLv8bPkdq8,2152,7,1,PT1M41S
yt_search_terms_03_REG_videos.csv,Xl-u5NVlyhU,Polilla del Tomate o Tuta Absoluta || El Huerto Es Facil,Polilla del Tomate o Tuta Absoluta - La Tuta absoluta o Polilla del Tomate es una plaga del tomate que provoca muchos daños en ...,2013-12-10T00:00:00Z,elhuertoesfacil,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=Xl-u5NVlyhU,44052,387,13,PT9M
yt_search_terms_03_REG_videos.csv,b0L4hXmhGGE,Combate la Tuta Absoluta | Polilla del Tomate | Huerto Ecológico,Únete a la Escuela del Canal HortiAcademy https://www.skool.com/hortiacademy ➤ En el video de hoy vamos a aprender a ...,2015-08-18T00:00:00Z,La Huerta de Iván,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=b0L4hXmhGGE,229227,3621,167,PT8M32S
yt_search_terms_03_REG_videos.csv,d0c9gg52s1U,TUTA ABSOLUTA O POLILLA DEL TOMATE #agricultura #agriculturachilena #plantas #pequeñosagricultores,,2025-09-23T00:00:00Z,AgroCarpintero,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=d0c9gg52s1U,3059,47,3,PT29S
yt_search_terms_03_REG_videos.csv,jhZEIJ8dFmQ,Como Evitar o Eliminar la TUTA o Polilla del Tomate || El Huerto de Silverio,"Vídeo 67 : Tratamiento súper eficaz ""ecológico"" para prevenir y eliminar la Tuta absoluta o polilla del tomate, si la plaga ya está ...",2021-06-19T00:00:00Z,El Huerto de Silverio,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=jhZEIJ8dFmQ,401445,6653,769,PT13M55S
yt_search_terms_03_REG_videos.csv,qUrmiN7IJx8,Polilla del tomate | Estando Contigo,"En la sección de jardinería de Estando Contigo el jardinero Ángel Agudo, nos ayuda a conocer todo sobre la Tuta Absoluta o ...",2023-05-30T00:00:00Z,Castilla-La Mancha Media,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=qUrmiN7IJx8,198,4,0,PT9M34S
yt_search_terms_03_REG_videos.csv,yPo6I0rXOdQ,TUTA ELIMINAR DE INVERNADEROS TECNICA MUY EFICAZ CONTRA POLILLA DEL TOMATE 100% ECOLOGICA,"TUTA LUCHAR Y ELIMINAR Y COMBATIR EN INVERNADEROS 100% ECOLOGICA AGRITEK IBERICA, S.L. ignacio@agritek.es ...",2022-02-21T00:00:00Z,AGRITEK IBERICA,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=yPo6I0rXOdQ,78,1,0,PT1M5S
yt_search_terms_01_REG_videos.csv,06Tsg-SuL8s,"loro gris o loro gris africano,loro yaco (Psittacus erithacus)#loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-11-25T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=06Tsg-SuL8s,1452,28,2,PT5S
yt_search_terms_01_REG_videos.csv,0ulIyJ8751I,African Grey Parrot (Psittacus erithacus),"Am I lucky or what, to have this in my garden. Love to see him munch on that yummy palm nut.",2021-03-19T00:00:00Z,Congo Basin biodiversity,Psittacus_erithacus,Psittacus erithacus,REG,PT,PT,,,,https://www.youtube.com/watch?v=0ulIyJ8751I,247,2,0,PT50S
yt_search_terms_01_REG_videos.csv,Ce7rhLQYODU,"Alex, o papagaio inteligente. (Psittacus erithacus)",,2017-06-12T00:00:00Z,Camila Dias,Psittacus_erithacus,Psittacus erithacus,REG,PT,PT,,,,https://www.youtube.com/watch?v=Ce7rhLQYODU,61488,2630,126,PT3M49S
yt_search_terms_01_REG_videos.csv,IUhX_18pUrM,"loro yaco (Psittacus erithacus)  loro gris o loro gris africano,#loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-10-04T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=IUhX_18pUrM,16178,162,1,PT11S
yt_search_terms_01_REG_videos.csv,JY1j8ufN_30,10 interesting facts about Gray Parrot (Psittacus erithacus),List of the this monogamous birds.,2024-06-17T00:00:00Z,Zoofascination,Psittacus_erithacus,Psittacus erithacus,REG,PT,PT,,,,https://www.youtube.com/watch?v=JY1j8ufN_30,12,0,0,PT3M8S
yt_search_terms_01_REG_videos.csv,JcPgy_eRDIg,African Grey parrot.Psittacus erithacus.. #birds . #wildlife.(,,2023-11-28T00:00:00Z,Zoo Vet,Psittacus_erithacus,Psittacus erithacus,REG,PT,PT,,,,https://www.youtube.com/watch?v=JcPgy_eRDIg,2563,82,0,PT10S
yt_search_terms_01_REG_videos.csv,L5C9sfI2EDk,grey parrot (Psittacus erithacus),The African grey parrot (Psittacus erithacus) is an Old World parrot in the family Psittacidae. This article describes the Congo ...,2017-01-10T00:00:00Z,just for you,Psittacus_erithacus,Psittacus erithacus,REG,PT,PT,,,,https://www.youtube.com/watch?v=L5C9sfI2EDk,161,9,0,PT29S
yt_search_terms_01_REG_videos.csv,NewV5X5cvP8,"loro gris o loro gris africano, loro yaco (Psittacus erithacus) #loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-10-03T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=NewV5X5cvP8,2255,73,0,PT10S
yt_search_terms_01_REG_videos.csv,RhXTtPv2Sfc,"loro gris o loro gris africano, loro yaco (Psittacus erithacus) #loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2025-01-27T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=RhXTtPv2Sfc,320,6,0,PT12S
yt_search_terms_01_REG_videos.csv,Sx3tbRBlbUE,🦜🐣👉Reproducción del Loro Gris o Yaco (Psittacus erithacus),El loro gris o yaco es una de las mascotas favoritas entre el público aficionado a los loros por su innata facilidad para reproducir ...,2024-03-14T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=Sx3tbRBlbUE,8471,164,22,PT13M45S
yt_search_terms_01_REG_videos.csv,ZC41KNpDsIs,"loro gris o loro gris africano,  loro yaco (Psittacus erithacus)#loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2025-08-13T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=ZC41KNpDsIs,1082,18,0,PT25S
yt_search_terms_01_REG_videos.csv,bG9Sj-PukNA,"loro gris o loro gris africano,  loro yaco (Psittacus erithacus) #loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2025-01-06T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=bG9Sj-PukNA,424,14,0,PT12S
yt_search_terms_01_REG_videos.csv,euY70lus4sI,"African grey parrot (Psittacus erithacus), very intelligent bird. #birds #parrot #pets #animals","Why Do Parrots Fluff Up Their Feathers? There are several reasons why parrots may fluff up their feathers, also known as “puffing ...",2024-11-09T00:00:00Z,Happy parrots,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=euY70lus4sI,481,,0,PT22S
yt_search_terms_01_REG_videos.csv,iQ_mK2j8paM,"loro gris o loro gris africano,  loro yaco (Psittacus erithacus)",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2025-03-29T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=iQ_mK2j8paM,4986,142,0,PT7S
yt_search_terms_01_REG_videos.csv,iYwQ76-OoNQ,African Greyparrot - Graupapagei (Psittacus erithacus),"The African Greyparrot ( Psittacus erithacus ) is one of the most known parrot species on earth. In this video, you see my pair of ...",2021-01-14T00:00:00Z,YOUR PARROT,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=iYwQ76-OoNQ,18682,222,20,PT6M34S
yt_search_terms_01_REG_videos.csv,kITzEc898V4,"loro gris o loro gris africano,   loro yaco (Psittacus erithacus)#loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-10-06T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=kITzEc898V4,1196,34,0,PT13S
yt_search_terms_01_REG_videos.csv,lWYAT3mHzlI,"loro gris o loro gris africano,loro yaco (Psittacus erithacus)#loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-11-25T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=lWYAT3mHzlI,1176,38,3,PT11S
yt_search_terms_01_REG_videos.csv,nYzXu9a9aCc,loro yaco (Psittacus erithacus) #loroyacodarko,Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-10-20T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=nYzXu9a9aCc,2512,58,2,PT6S
yt_search_terms_01_REG_videos.csv,o8ucCL5z_R0,Grey Parrot [Psittacus Erithacus],"In this video, we learn about the grey parrot. QUICK FACTS: • Lifespan: Max 23 years (wild); Up to 60 years (captivity) • Length: 13 ...",2021-10-06T00:00:00Z,Avi Birds,Psittacus_erithacus,Psittacus erithacus,REG,PT,PT,,,,https://www.youtube.com/watch?v=o8ucCL5z_R0,1529,9,1,PT2M1S
yt_search_terms_01_REG_videos.csv,piFpP0uwg4M,Are Psittacus Erithacus Really the Smartest Birds on Earth? #parrot #facts,"Meet the African Grey Parrot – The Einstein of the Bird World! Discover the incredible intelligence of Psittacus erithacus, the ...",2025-05-23T00:00:00Z,Solipedia,Psittacus_erithacus,Psittacus erithacus,REG,PT,PT,,,,https://www.youtube.com/watch?v=piFpP0uwg4M,1241,42,0,PT1M34S
yt_search_terms_01_REG_videos.csv,vW23LfUl9_Y,loro yaco (Psittacus erithacus) #loroyacodarko,Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-09-30T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=vW23LfUl9_Y,1101,57,1,PT11S
yt_search_terms_01_REG_videos.csv,yfXRX6sJwso,"loro yaco (Psittacus erithacus) loro gris o loro gris africano,",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-12-06T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,Psittacus erithacus,REG,ES,ES,,,,https://www.youtube.com/watch?v=yfXRX6sJwso,285,19,4,PT8S
yt_search_terms_01_REG_videos.csv,-fLrXe3cbG4,🦜&quot;LORO GRIS AFRICANO&quot; #curiosidades #naturaleza #animales #aves #mascota #datoscuriosos #shorts,Descubre las ASOMBROSAS Curiosidades de los LOROS GRIS AFRICANO en este IMPERDIBLE video de YouTube!,2023-11-19T00:00:00Z,NATURSAPIENS,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=-fLrXe3cbG4,696,12,0,PT57S
yt_search_terms_01_REG_videos.csv,3sk-JPC3wlI,LORO YACO HABLANDO - Loro Gris Africano el mejor hablador 🐦🗣️,"Conoce como imita el Loro Yaco la voz de personas, gatos, caballos, vacas y hasta ladridos de perros. Es considerado el Mejor ...",2021-10-26T00:00:00Z,Mundo de las Aves,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=3sk-JPC3wlI,98352,1816,129,PT5M12S
yt_search_terms_01_REG_videos.csv,8BCxVDcpVTc,"Reproducción del loro gris africano, Yaco",Video de Hector.,2022-07-16T00:00:00Z,Aviario El Rincón Del Profe,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=8BCxVDcpVTc,6576,101,4,PT19S
yt_search_terms_01_REG_videos.csv,JJdhVmkFBjI,10 cosas que tienes que saber antes de traer un YACO a casa (loro gris africano de cola roja),"Si te planteas tener un yaco (loro gris africano de cola roja) como animal de compañía, es importante que antes veas este vídeo ...",2024-11-03T00:00:00Z,Mar de NidittoPiu,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=JJdhVmkFBjI,46031,1121,86,PT12M1S
yt_search_terms_01_REG_videos.csv,KCXMj0YkBVo,Descubriendo la Inteligencia del Loro Gris Africano I Mundo Animal | Orígenes,"Se cree que el loro gris africano es una de las especies más inteligentes del planeta, rivalizando incluso con los simios. Algunos ...",2023-04-13T00:00:00Z,Orígenes NT,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=KCXMj0YkBVo,36216,445,33,PT23M11S
yt_search_terms_01_REG_videos.csv,MjKxwepAvi8,Alex el Loro Inteligente 🦜  #animales #loro #birds,"Te presentamos a Alex, el loro gris africano. Esta revolucionaria ave fue el colega y objeto de estudio de la Dra. Irene Pepperberg ...",2023-08-22T00:00:00Z,¿Qué? ¿Cómo?,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=MjKxwepAvi8,14292,609,6,PT39S
yt_search_terms_01_REG_videos.csv,Q0Mnn8jJRSE,Loro Gris Africano 🦜| El ave MÁS inteligente del mundo 😲,Sabías que el loro gris africano es considerado una de las aves más inteligentes del planeta? En este video te cuento todo ...,2026-01-02T00:00:00Z,seapetrd,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=Q0Mnn8jJRSE,861,29,4,PT4M43S
yt_search_terms_01_REG_videos.csv,XJj1BH0OWfk,"LORO GRIS , YACO. SONIDOS PARA LLAMAR , IMITAR, RELAJAR. EL MEJOR",en este video os traemos el sonido del loro gris africano también conocido como yaco . un sonido original que os valdrá para ...,2022-08-30T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=XJj1BH0OWfk,36983,185,4,PT1H4M14S
yt_search_terms_01_REG_videos.csv,YaYTDhTFr_0,"AVES - Todo sobre el Yaco, el loro gris africano. El loro más elegante.🦜",REGALO BIENVENIDA 20% de DESCUENTO ▻ Únete Ahora al Club Cunipic regalo-de-bienvenida Además recibirás: Trucos ...,2015-10-07T00:00:00Z,CyPmascota,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=YaYTDhTFr_0,373661,4152,11,PT6M51S
yt_search_terms_01_REG_videos.csv,bnkKcZhQ1Gs,"LORO GRIS , YACO. SONIDOS PARA LLAMAR , IMITAR, RELAJAR. EL MEJOR",en este video os traemos el sonido del loro gris africano también conocido como yaco . un sonido original que os valdrá para ...,2021-09-29T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=bnkKcZhQ1Gs,89227,414,14,PT59M57S
yt_search_terms_01_REG_videos.csv,hAenSRI7qtU,"LORO GRIS , YACO. SONIDOS PARA LLAMAR , IMITAR, RELAJAR.",en este video os traemos el sonido del loro gris africano también conocido como yaco . un sonido original que os valdrá para ...,2023-06-03T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,loro gris africano,REG,PT,PT,,,,https://www.youtube.com/watch?v=hAenSRI7qtU,26830,90,2,PT59M57S
yt_search_terms_01_REG_videos.csv,hugdDaUo3U8,"Loro gris o loro gris africano, loro yaco (Psittacus erithacus) #loroyacodarko",Conviértete en miembro de este canal para disfrutar de ventajas: ...,2024-10-05T00:00:00Z,Loro yaco Darko,Psittacus_erithacus,loro gris africano,REG,PT,PT,,,,https://www.youtube.com/watch?v=hugdDaUo3U8,2170,69,5,PT12S
yt_search_terms_01_REG_videos.csv,nqWFIZRmjok,Aves exóticas Loro Gris africano o Yaco !,Descubre el fascinante mundo del Loro Gris en este documental presentado por Malena Sosa! Este video sumerge en la ...,2024-01-26T00:00:00Z,Umbral SURL,Psittacus_erithacus,loro gris africano,REG,ES,ES,,,,https://www.youtube.com/watch?v=nqWFIZRmjok,3550,90,4,PT6M11S
yt_search_terms_01_REG_videos.csv,oz9VoapIkHM,La ESTAFA del HERMOSO LORO GRIS AFRICANO DE COLA ROJA.,MUY IMPORTANTE: no adoptes un loro por internet o te puede pasar esto. Reportaje emitido en el Caiga Quien Caiga de ...,2025-01-20T00:00:00Z,TAMAYO,Psittacus_erithacus,loro gris africano,REG,PT,PT,,,,https://www.youtube.com/watch?v=oz9VoapIkHM,244266,14528,393,PT8M48S
