video_id,title,description,publishedAt,channelTitle,TaxonName,query,search_type,search_unit,regionCode,geo_id,location,locationRadius,video_url,viewCount,likeCount,commentCount,duration
video_005010,Vespa velutina | Beekeeping Academy | Ep. 81,"Vespa velutina, the yellow-legged hornet, is a pest of honey bee colonies. Originating in Asia, this hornet hunts honey bees for ...",2026-02-20T00:00:00Z,channel_007740,Vespa_velutina,Vespa velutina,REG,PT,PT,,,,[withheld],2426,126,12,PT16M29S
video_016154,Avispa Asiática - Peligros y Ataques,En este vídeo vamos a explicaros los PELIGROS y ATAQUES que la Avispa Asiática está causando en ESPAÑA. Si quieres ...,2018-07-27T00:00:00Z,channel_002886,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],20318,868,81,PT57S
video_006576,"La AVISPA ASIÁTICA 🐝 ¡Características, nido y PICADURA! ⚠️",La AVISPA ASIÁTICA o VESPA VELUTINA es una especie exótica invasora que también se conoce por el nombre de AVISPA ...,2020-09-11T00:00:00Z,channel_002519,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],57552,510,12,PT4M30S
video_014690,Conocíais esta trampa para la avispa asiática?,,2025-05-29T00:00:00Z,channel_005287,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],66478,2730,271,PT41S
video_003829,Trampa para AVISPA ASIÁTICA 🐝 #bees #vespa #avispa #tramp #api,Trampa para avispa asiática: Esta trampa es ideal para cazar a la avispa asiática o Vespa veluta y evitar que caigan los ...,2023-09-23T00:00:00Z,channel_008335,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],112085,2223,94,PT56S
video_004237,La avispa asiática tardará solo diez años en invadir España,"La avispa asiática o velutina ya ha llegado al norte de la Península Ibérica, donde ha causado alguna víctima mortal.",2019-06-23T00:00:00Z,channel_008827,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],344446,3481,1260,PT2M46S
video_005586,Como hacer trampa avispa asiática en 10 minutos🐝 ► Velutina || Avispa Japonesa  || #velutina,"Ahora a la Velutina tenemos que añadir la avispa Japonesa Gigante, la más venenosa. En Japón fallecen 50 personas al año a ...",2019-08-06T00:00:00Z,channel_004565,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],527304,5846,349,PT7M32S
video_007878,"Como ahuyentar 🐝Avispa Asiática, TRUCO infalible #velutina",DI ADIOS a las VELUTINAS!! La Vespa Velutina o Avispa Asiática está causando muchos problemas en algunas zonas del ...,2023-08-04T00:00:00Z,channel_004565,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],29824,459,25,PT5M36S
video_011177,VESPA VELUTINA: ¿Cómo es la avispa asiática que ha matado a tres personas en Galicia? | EL PAÍS,"Preguntas y respuestas sobre la ""vespa velutina"", la avispa asiática que ha matado a tres personas en Galicia. Gonzalo Calvo, el ...",2025-10-31T00:00:00Z,channel_002463,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],55776,518,93,PT3M32S
video_011735,Avispa Asiática VELUTINA Eliminación de nido secundario de VELUTINAS,,2017-01-31T00:00:00Z,channel_006863,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],16837,146,1,PT15S
video_002836,"Avispa asiática y avispón europeo, diferencias.","La avispa asiática es una especie invasora que no debemos confundir con el avispón europeo (Vespa crabro), que es autóctona.",2022-10-22T00:00:00Z,channel_003676,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],2364,29,0,PT1M48S
video_001246,AVISPA ASIÁTICA 🧐🧐 ELIMINO NIDO EN UN BLOQUE 🧐🧐,,2025-06-15T00:00:00Z,channel_005070,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],18099,482,27,PT6M18S
video_015233,Como hacer TROYANOS con la AVISPA ASIÁTICA,"Recuerda que puedes solicitar ḿas información por whatsapp en 619530073, si eres de fuera de españa añade el prefijo +34, ...",2022-08-01T00:00:00Z,channel_005404,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],142008,1919,181,PT2M16S
video_014700,Petardos contra la avispa asiática,"Así están deshaciendose de la #AvispaAsiática en Asturias, con #petardos que vuelan los nidos por los aires.     Antes se ...",2019-08-15T00:00:00Z,channel_001683,Vespa_velutina,avispa asiática,REG,ES,ES,,,,[withheld],146948,1702,152,PT1M2S
video_014690,Conocíais esta trampa para la avispa asiática?,,2025-05-29T00:00:00Z,channel_005287,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],66478,2730,271,PT41S
video_003829,Trampa para AVISPA ASIÁTICA 🐝 #bees #vespa #avispa #tramp #api,Trampa para avispa asiática: Esta trampa es ideal para cazar a la avispa asiática o Vespa veluta y evitar que caigan los ...,2023-09-23T00:00:00Z,channel_008335,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],112085,2223,94,PT56S
video_016154,Avispa Asiática - Peligros y Ataques,En este vídeo vamos a explicaros los PELIGROS y ATAQUES que la Avispa Asiática está causando en ESPAÑA. Si quieres ...,2018-07-27T00:00:00Z,channel_002886,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],20318,868,81,PT57S
video_006576,"La AVISPA ASIÁTICA 🐝 ¡Características, nido y PICADURA! ⚠️",La AVISPA ASIÁTICA o VESPA VELUTINA es una especie exótica invasora que también se conoce por el nombre de AVISPA ...,2020-09-11T00:00:00Z,channel_002519,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],57552,510,12,PT4M30S
video_004237,La avispa asiática tardará solo diez años en invadir España,"La avispa asiática o velutina ya ha llegado al norte de la Península Ibérica, donde ha causado alguna víctima mortal.",2019-06-23T00:00:00Z,channel_008827,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],344446,3481,1260,PT2M46S
video_011177,VESPA VELUTINA: ¿Cómo es la avispa asiática que ha matado a tres personas en Galicia? | EL PAÍS,"Preguntas y respuestas sobre la ""vespa velutina"", la avispa asiática que ha matado a tres personas en Galicia. Gonzalo Calvo, el ...",2025-10-31T00:00:00Z,channel_002463,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],55776,518,93,PT3M32S
video_007878,"Como ahuyentar 🐝Avispa Asiática, TRUCO infalible #velutina",DI ADIOS a las VELUTINAS!! La Vespa Velutina o Avispa Asiática está causando muchos problemas en algunas zonas del ...,2023-08-04T00:00:00Z,channel_004565,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],29824,459,25,PT5M36S
video_013472,AVISPA ASIÁTICA!!!! EMPEZAMOS CON LOS NIDOS SECUNDARIOS 😕😕😕,,2024-06-27T00:00:00Z,channel_005070,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],504140,7031,627,PT13M52S
video_001331,Enjambre de abejas destruye un nido de avispa asiática,Teníamos observado un nido de avispa asiática que acababa de establecerse dentro de una colmena abandonada. Dos días ...,2017-06-13T00:00:00Z,channel_008376,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],1372522,8876,1241,PT5M18S
video_005586,Como hacer trampa avispa asiática en 10 minutos🐝 ► Velutina || Avispa Japonesa  || #velutina,"Ahora a la Velutina tenemos que añadir la avispa Japonesa Gigante, la más venenosa. En Japón fallecen 50 personas al año a ...",2019-08-06T00:00:00Z,channel_004565,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],527304,5846,349,PT7M32S
video_001246,AVISPA ASIÁTICA 🧐🧐 ELIMINO NIDO EN UN BLOQUE 🧐🧐,,2025-06-15T00:00:00Z,channel_005070,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],18099,482,27,PT6M18S
video_001214,¡Avispa Asiática en Acción! Defendiendo su Nido 🐝✨ #shorts,"Quizás te estés preguntando qué es esto que estás mirando. Pues, te explico. Esta es una avispa asiática y, como puedes ver, ...",2024-08-07T00:00:00Z,channel_006660,Vespa_velutina,avispa asiática,REG,PT,PT,,,,[withheld],254055,4252,59,PT19S
video_000028,Avispa Asiatica bloqueando colmenas,,2023-08-20T00:00:00Z,channel_004539,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],3793,31,2,PT13S
video_006434,Vespa velutina o avispa asiatica datos y curiosidades.,en este video vamos a hablar de la avispa velutina o avispón asiatico (vespa velutina) es una plaga invasora en la península ...,2024-06-22T00:00:00Z,channel_002113,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],8617,62,20,PT3M28S
video_007927,ABEJAS MATAN AVISPA ASIATICA #abejas #avispas #naturaleza #curiosidades #colmena #avispas #abeja,,2024-08-06T00:00:00Z,channel_005594,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],87126,2109,32,PT19S
video_008124,Nido secundario en terraza de chalet individual avispa Asiatica Velutina 😢😢😢🐝🐝🐝🐝,,2017-08-21T00:00:00Z,channel_006863,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],201628,3234,39,PT23S
video_001971,ataque de avispa asiatica #real,,2023-12-05T00:00:00Z,channel_008671,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],22682,233,1,PT17S
video_009511,METODO DE NEUTRALIZACION REMOTA DE NIDOS DE AVISPA ASIATICA VESPA VELUTINA. TROYANOS,"Explicación de Marino Fernández Pérez, apicultor y especialista de reconocido prestigio en la eliminación de nidos de avispa ...",2023-09-09T00:00:00Z,channel_000811,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],32615,593,,PT14M35S
video_001453,Trampa Selectiva para avispa Asiatica,Trampa Selectiva Avispa Asiatica.,2018-03-03T00:00:00Z,channel_006863,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],2120,11,0,PT1M1S
video_002030,#5  Como hacer Trampa Avispa Asiática || LLEVOTE AL GUERTU @conexionas1,"5# TRAMPA AVISPA ASIATICA, VELUTINA En este video de La huerta de José y Gloria. Naturnatur, José nos enseña cómo ...",2024-08-06T00:00:00Z,channel_004565,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],17402,69,2,PT10M4S
video_004382,Avispa Asiatica ( velutina),Donaciones: ...,2022-11-21T00:00:00Z,channel_000813,Vespa_velutina,avispa asiatica,REG,ES,ES,,,,[withheld],2399,173,22,PT8M20S
video_000028,Avispa Asiatica bloqueando colmenas,,2023-08-20T00:00:00Z,channel_004539,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],3793,31,2,PT13S
video_006434,Vespa velutina o avispa asiatica datos y curiosidades.,en este video vamos a hablar de la avispa velutina o avispón asiatico (vespa velutina) es una plaga invasora en la península ...,2024-06-22T00:00:00Z,channel_002113,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],8617,62,20,PT3M28S
video_009511,METODO DE NEUTRALIZACION REMOTA DE NIDOS DE AVISPA ASIATICA VESPA VELUTINA. TROYANOS,"Explicación de Marino Fernández Pérez, apicultor y especialista de reconocido prestigio en la eliminación de nidos de avispa ...",2023-09-09T00:00:00Z,channel_000811,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],32615,593,,PT14M35S
video_011003,¿Por qué la avispa velutina es tan peligrosa? 🐝 #shorts #avispa #animalespeligrosos,Cuidado con la avispa asiatica! ⚠️ Este video muestra cómo la vespa velutina o avispa velutina se ha convertido en una plaga ...,2025-10-18T00:00:00Z,channel_006283,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],18479,251,0,PT30S
video_010221,Nuevo Método contra la Avispa Asiatica &quot;Asiatic Wasp Ball&quot;,Qué es ASIATIC WASP BALL? ASIATIC WASP BALL es un sistema ideado y patentado en Cantabria (España) para la ...,2017-10-31T00:00:00Z,channel_000895,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],823,4,0,PT51S
video_008124,Nido secundario en terraza de chalet individual avispa Asiatica Velutina 😢😢😢🐝🐝🐝🐝,,2017-08-21T00:00:00Z,channel_006863,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],201628,3234,39,PT23S
video_001453,Trampa Selectiva para avispa Asiatica,Trampa Selectiva Avispa Asiatica.,2018-03-03T00:00:00Z,channel_006863,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],2120,11,0,PT1M1S
video_001971,ataque de avispa asiatica #real,,2023-12-05T00:00:00Z,channel_008671,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],22682,233,1,PT17S
video_002030,#5  Como hacer Trampa Avispa Asiática || LLEVOTE AL GUERTU @conexionas1,"5# TRAMPA AVISPA ASIATICA, VELUTINA En este video de La huerta de José y Gloria. Naturnatur, José nos enseña cómo ...",2024-08-06T00:00:00Z,channel_004565,Vespa_velutina,avispa asiatica,REG,PT,PT,,,,[withheld],17402,69,2,PT10M4S
video_012162,Vespa Asiática  Método  para a Eliminar #yutubeshorts #vespaasiática #euclidessantanasantana,Asiática mais um dos Métodos Aprovados para a Eliminar #shorts #osegredodasabelhas ...,2022-10-07T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],4030,57,4,PT31S
video_016729,É o Fim da Vespa Asiática #yutube_videos @euclidessantanasantana  #vespaasiática,o Fim da Vespa Asiática #yutube_videos #asiática #osegredodasabelhas #vespaasiática @euclidessantanasantana ...,2019-11-08T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],108217,4170,233,PT4M48S
video_003014,Min harpas a eliminar a vespa asiática #salveasabelhas #osegredodasabelhas #vespaasiática,eliminar #vespas #máquina #fotografía #ideias #osegredodasabelhas #como #yutube_videos #euclidessantanasantana ...,2024-09-24T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],5070,31,1,PT15S
video_013328,Receita para Vespa Asiática #yutubeshorts #vespaasiática #osegredodasabelhas,Receita para Vespa Asiática #shorts #osegredodasabelhas @euclidessantanasantanada Vespa #receita para #vespa #asiatica ...,2023-06-10T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],4484,101,2,PT16S
video_015694,Como Fazer uma Armadilha para Vespa Asiática,Como Fazer uma Armadilha para Vespa Asiática Assista a mais vídeos do canal: Como fazer rede mosquiteira | Instalei rede ...,2025-01-28T00:00:00Z,channel_001365,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],1462,9,2,PT3M17S
video_001099,Captura de Vespa Asiática,,2023-10-09T00:00:00Z,channel_006137,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],15404,188,9,PT12S
video_013882,Ninho de vespa asiática🐝#osegredodasabelhas,Ninho de vespa asiática  #osegredodasabelhas.,2025-07-23T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],2406,16,0,PT16S
video_000689,armadilha para vespa asiática,,2021-08-06T00:00:00Z,channel_001369,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],14982,266,5,PT20S
video_015244,Vespa Asiática em Ação! Defendendo seu Ninho 🐝✨,,2025-06-04T00:00:00Z,channel_004878,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],11312,62,0,PT21S
video_004033,"Vespa Asiática, Alcochete 29/10/2021",,2021-10-29T00:00:00Z,channel_003054,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],943,3,0,PT24S
video_002257,Vespa Asiática Duas Técnicas para se livrar  #yutube_videos #vespaasiática @euclidessantanasantana,Vespa Asiática Duas Técnicas para se livrar dela #osegredodasabelhas #Vespaasiática #técnicas para se livrar dela ...,2021-08-13T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],6133,194,18,PT22M36S
video_010084,Como fica a Vespa Asiática Eletrocutada  #youtubeshorts #osegredodasabelhas #vespaasiática,Como fica a Vespa Asiática Eletrocutada #shorts #osegredodasabelhas #vespaasiática Como Eliminar a Vespa Asiática ...,2023-08-26T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],4544,81,2,PT15S
video_005474,Como Fazer o Tratamento á Vespa  Asiática #yutubeshorts #osegredodasabelhas #vespaasiática,Como Fazer o Tratamento á Vespa Asiática #shorts #osegredodasabelhas #Asiatica #como #fazer #cavalo #Troia #sabe #como ...,2023-08-17T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,ES,ES,,,,[withheld],4771,63,0,PT15S
video_007912,Combate à vespa asiática em Lisboa 🐝,"Este ano, a equipa da CML já eliminou cerca de 250 ninhos de vespa Volutina ou asiática ou por toda a cidade. ℹ Se for picado ...",2024-10-18T00:00:00Z,channel_002019,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],2906,29,2,PT1M11S
video_014831,Como fazer uma armadilha para a vespa asiática,,2021-04-06T00:00:00Z,channel_005492,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],32319,290,0,PT1M29S
video_008444,Vespa asiática: tudo o que precisa de saber sobre a invasão da Europa,"As vespas asiáticas, conhecidas por destruir as populações de abelhas, estão a invadir mais países europeus e a espalhar o ...",2024-12-18T00:00:00Z,channel_002855,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],1541,13,9,PT1M14S
video_003014,Min harpas a eliminar a vespa asiática #salveasabelhas #osegredodasabelhas #vespaasiática,eliminar #vespas #máquina #fotografía #ideias #osegredodasabelhas #como #yutube_videos #euclidessantanasantana ...,2024-09-24T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],5070,31,1,PT15S
video_002816,Como Reduzir Vespa Asiática,Existem muitas técnicas eu uso este método. Alerta o tratamento aplicado NUNCA deve entrar no apiário. Tratamento: Pipeta de ...,2022-09-19T00:00:00Z,channel_000814,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],4384,112,24,PT11M46S
video_012162,Vespa Asiática  Método  para a Eliminar #yutubeshorts #vespaasiática #euclidessantanasantana,Asiática mais um dos Métodos Aprovados para a Eliminar #shorts #osegredodasabelhas ...,2022-10-07T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],4030,57,4,PT31S
video_013328,Receita para Vespa Asiática #yutubeshorts #vespaasiática #osegredodasabelhas,Receita para Vespa Asiática #shorts #osegredodasabelhas @euclidessantanasantanada Vespa #receita para #vespa #asiatica ...,2023-06-10T00:00:00Z,channel_002850,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],4484,101,2,PT16S
video_015694,Como Fazer uma Armadilha para Vespa Asiática,Como Fazer uma Armadilha para Vespa Asiática Assista a mais vídeos do canal: Como fazer rede mosquiteira | Instalei rede ...,2025-01-28T00:00:00Z,channel_001365,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],1462,9,2,PT3M17S
video_007339,Armadilha para vespa velutina (asiática ),o processo que uso para atrair Vespa Velutina / Vespa Asiática 3 Litros de água 120g de fermento de padeiro 1KG de açúcar.,2020-10-06T00:00:00Z,channel_006666,Vespa_velutina,vespa asiática,REG,PT,PT,,,,[withheld],2219,21,0,PT1M25S
video_002627,La Vespa Asiatica a Catalunya,,2020-11-17T00:00:00Z,channel_006356,Vespa_velutina,vespa asiatica,REG,ES,ES,,,,[withheld],270,2,,PT9M17S
video_013280,ARMADILHA TAMPINHA COM ISCO..PARA  VESPA ASIATICA!,Isco de mosca na tampinha.ESFREGUE PEIXE NA TAMPINHA E VERÁ´VESPA POUSAR NELA.!NEM ESPEREI 5 MINUTOS ...,2016-10-10T00:00:00Z,channel_002245,Vespa_velutina,vespa asiatica,REG,ES,ES,,,,[withheld],5331,19,2,PT20S
video_010397,"VESPA ASIATICA   ,RECEITA MELHORADA # 25% DE CADA PRODUTO : ACUCAR,CERVEJA,VINHO,GROSELHA...!",,2021-09-01T00:00:00Z,channel_002245,Vespa_velutina,vespa asiatica,REG,ES,ES,,,,[withheld],392,9,0,PT27S
video_002277,"👍armadilha vespa asiatica aditivo cerveija preta,açucar,vinho branco,o por so groselha",,2022-09-18T00:00:00Z,channel_009020,Vespa_velutina,vespa asiatica,REG,ES,ES,,,,[withheld],462,15,2,PT1M1S
video_007703,vespa asiatica,"Guifões, Matosinhos 2014.09.07.",2014-09-07T00:00:00Z,channel_008540,Vespa_velutina,vespa asiatica,REG,ES,ES,,,,[withheld],638,2,0,PT2M19S
video_016918,Vespa asiatica cazando,,2014-08-04T00:00:00Z,channel_006669,Vespa_velutina,vespa asiatica,REG,ES,ES,,,,[withheld],556,1,0,PT1M19S
video_014274,VESPA ASIATICA EM PERIGO #youtubeshorts #osegredodasabelhas #asiática,Acabar com vespa asiática em Portugal “vai ser impossível” VESPA ASIATICA EM PERIGO #youtubeshorts #shorts #asiática ...,2023-09-02T00:00:00Z,channel_002850,Vespa_velutina,vespa asiatica,REG,ES,ES,,,,[withheld],2658,52,0,PT5S
video_002627,La Vespa Asiatica a Catalunya,,2020-11-17T00:00:00Z,channel_006356,Vespa_velutina,vespa asiatica,REG,PT,PT,,,,[withheld],270,2,,PT9M17S
video_010397,"VESPA ASIATICA   ,RECEITA MELHORADA # 25% DE CADA PRODUTO : ACUCAR,CERVEJA,VINHO,GROSELHA...!",,2021-09-01T00:00:00Z,channel_002245,Vespa_velutina,vespa asiatica,REG,PT,PT,,,,[withheld],392,9,0,PT27S
